iter	Passed	Remaining
166	5882	346348
167	5915	346173
168	5949	346080
169	5985	346114
170	6024	346267
171	6059	346264
172	6094	346183
173	6130	346216
174	6164	346119
175	6198	345984
176	6233	345921
177	6267	345854
178	6302	345801
179	6337	345769
180	6371	345666
181	6411	345850
182	6449	345982
183	6453	344305
184	6489	344314
185	6526	344366
186	6565	344545
187	6602	344581
188	6640	344701
189	6675	344650
190	6709	344597
191	6746	344615
192	6781	344603
193	6816	344550
194	6851	344524
195	6887	344529
196	6930	344869
197	6964	344754
198	7002	344896
199	7038	344904
200	7072	344792
201	7106	344702
202	7140	344593
203	7180	344801
204	7218	344889
205	7256	345008
206	7294	345073
207	7328	344982
208	7362	344891
209	7395	344756
210	7431	344790
211	7470	344911
212	7504	344815
213	7541	344852
214	7575	344769
215	7610	344727
216	7644	344648
217	7680	344614
218	7713	344508
219	7746	344382
220	7780	344279
221	7815	344223
222	7848	344106
223	7883	344065
224	7916	343943
225	7950	343853
226	7984	343765
227	8015	343532
228	8046	343347
229	8078	343144
230	8111	343021
231	8141	342790
232	8176	342733
233	8209	342624
234	8241	342469
235	8275	342389
236	8308	342274
237	8342	342172
238	8375	342069
239	8408	341932
240	8442	341861
241	8474	341696
242	8509	341661
243	8543	341607
244	8578	341564
245	8611	341444
246	8644	341316
247	8679	341318
248	8712	341202
249	8747	341167
250	8752	339940
251	8785	339847
252	8819	339769
253	8854	339761
254	8889	339700
255	8893	338518
256	8926	338417
257	8961	338368
258	8995	338337
259	9029	338258
260	9063	338201
261	9094	338021
262	9129	338007
263	9160	337845
264	9192	337707
265	9229	337737
266	9262	337648
267	9297	337630
268	9330	337511
269	9363	337449
270	9396	337333
271	9427	337180
272	9461	337105
273	9494	337034
274	9530	337030
275	9563	336952
276	9598	336910
277	9631	336836
278	9664	336743
279	9698	336688
280	9735	336709
281	9768	336646
282	9802	336561
283	9836	336525
284	9868	336387
285	9901	336306
286	9934	336231
287	9967	336136
288	10002	336099
289	10037	336098
290	10055	335509
291	10090	335466
292	10126	335490
293	10142	334851
294	10150	333949
295	10186	333949
296	10222	333963
297	10241	333424
298	10277	333442
299	10294	332844
300	10312	332283
301	10348	332323
302	10381	332243
303	10390	331399
304	10426	331439
305	10463	331471
306	10499	331497
307	10537	331595
308	10574	331640
309	10614	331774
310	10631	331212
311	10669	331304
312	10707	331389
313	10726	330892
314	10730	329917
315	10767	329977
316	10804	330033
317	10842	330109
318	10844	329117
319	10847	328129
320	10865	327635
321	10868	326654
322	10885	326116
323	10903	325627
324	10921	325138
325	10924	324175
326	10942	323687
327	10946	322790
328	10949	321855
329	10958	321113
330	10968	320410
331	10971	319498
332	10976	318637
333	10979	317736
334	10981	316831
335	10986	315985
336	10989	315106
337	10994	314298
338	11000	313497
339	11036	313558
340	11053	313104
341	11056	312224
342	11066	311578
343	11070	310743
344	11073	309892
345	11078	309100
346	11081	308263
347	11083	307421
348	11120	307531
349	11123	306700
350	11125	305853
351	11134	305190
352	11169	305239
353	11179	304633
354	11217	304776
355	11256	304943
356	11294	305080
357	11333	305244
358	11369	305337
359	11405	305425
360	11444	305578
361	11482	305724
362	11520	305845
363	11557	305944
364	11593	306025
365	11630	306137
366	11665	306187
367	11702	306294
368	11739	306402
369	11776	306495
370	11813	306604
371	11851	306736
372	11887	306823
373	11925	306946
374	11963	307073
375	12000	307150
376	12037	307264
377	12072	307302
378	12107	307351
379	12144	307460
380	12177	307439
381	12212	307482
382	12246	307500
383	12280	307520
384	12316	307582
385	12351	307645
386	12385	307665
387	12420	307691
388	12452	307653
389	12486	307685
390	12519	307661
391	12552	307658
392	12587	307696
393	12618	307645
394	12650	307612
395	12682	307577
396	12717	307629
397	12749	307587
398	12781	307557
399	12815	307567
400	12848	307572
401	12882	307566
402	12916	307580
403	12948	307567
404	12981	307542
405	13012	307495
406	13044	307465
407	13078	307476
408	13112	307497
409	13146	307505
410	13182	307557
411	13215	307552
412	13246	307490
413	13279	307485
414	13314	307507
415	13347	307505
416	13379	307482
417	13411	307449
418	13445	307446
419	13478	307436
420	13512	307453
421	13545	307447
422	13578	307433
423	13612	307431
424	13642	307356
425	13674	307325
426	13707	307322
427	13741	307329
428	13775	307337
429	13811	307376
430	13845	307384
431	13879	307407
432	13913	307423
433	13949	307470
434	13985	307522
435	14020	307551
436	14054	307553
437	14085	307501
438	14116	307441
439	14150	307459
440	14182	307409
441	14214	307384
442	14246	307339
443	14280	307362
444	14313	307345
445	14345	307296
446	14380	307340
447	14422	307515
448	14460	307605
449	14501	307757
450	14542	307898
451	14578	307946
452	14612	307959
453	14647	307988
454	14681	307997
455	14713	307957
456	14744	307888
457	14779	307910
458	14811	307885
459	14845	307886
460	14883	307958
461	14918	307988
462	14953	308015
463	14985	307967
464	15018	307954
465	15050	307919
466	15084	307916
467	15117	307902
468	15149	307859
469	15181	307824
470	15212	307773
471	15246	307771
472	15276	307687
473	15306	307608
474	15340	307618
475	15372	307574
476	15403	307525
477	15434	307470
478	15468	307471
479	15502	307470
480	15538	307502
481	15580	307669
482	15624	307868
483	15665	307996
484	15705	308122
485	15744	308218
486	15778	308206
487	15809	308164
488	15841	308110
489	15876	308131
490	15906	308053
491	15939	308037
492	15974	308055
493	16005	307987
494	16035	307923
495	16066	307860
496	16100	307858
497	16131	307798
498	16164	307766
499	16200	307804
500	16232	307766
501	16265	307754
502	16296	307693
503	16331	307710
504	16363	307668
505	16395	307630
506	16426	307574
507	16461	307583
508	16494	307566
509	16525	307506
510	16559	307493
511	16592	307475
512	16624	307440
513	16658	307443
514	16693	307448
515	16725	307418
516	16758	307389
517	16792	307382
518	16824	307338
519	16856	307300
520	16889	307283
521	16921	307248
522	16954	307217
523	16988	307224
524	17025	307266
525	17058	307250
526	17090	307215
527	17122	307170
528	17156	307159
529	17187	307113
530	17220	307079
531	17252	307050
532	17283	306992
533	17315	306940
534	17348	306918
535	17383	306928
536	17415	306895
537	17448	306875
538	17482	306872
539	17514	306834
540	17545	306763
541	17576	306709
542	17607	306652
543	17640	306639
544	17672	306593
545	17703	306535
546	17735	306495
547	17766	306447
548	17797	306381
549	17829	306340
550	17860	306286
551	17893	306266
552	17924	306214
553	17959	306218
554	17993	306214
555	18029	306250
556	18064	306252
557	18099	306258
558	18133	306250
559	18166	306228
560	18202	306254
561	18233	306211
562	18266	306190
563	18300	306170
564	18333	306150
565	18365	306114
566	18398	306089
567	18435	306136
568	18469	306126
569	18502	306108
570	18535	306082
571	18566	306017
572	18600	306017
573	18635	306030
574	18668	306007
575	18703	306004
576	18735	305968
577	18768	305946
578	18801	305930
579	18834	305903
580	18868	305894
581	18902	305887
582	18936	305873
583	18969	305842
584	19003	305834
585	19037	305839
586	19073	305851
587	19106	305829
588	19139	305802
589	19172	305791
590	19207	305786
591	19244	305824
592	19282	305885
593	19317	305892
594	19350	305864
595	19382	305833
596	19415	305809
597	19451	305823
598	19487	305851
599	19521	305831
600	19553	305794
601	19585	305754
602	19617	305717
603	19651	305696
604	19684	305679
605	19716	305633
606	19750	305621
607	19782	305581
608	19813	305536
609	19844	305468
610	19877	305457
611	19910	305418
612	19941	305372
613	19972	305313
614	20004	305265
615	20035	305210
616	20068	305192
617	20100	305156
618	20134	305132
619	20167	305110
620	20200	305085
621	20235	305098
622	20268	305074
623	20300	305031
624	20334	305012
625	20365	304968
626	20397	304916
627	20429	304877
628	20460	304831
629	20491	304770
630	20524	304737
631	20557	304721
632	20591	304713
633	20624	304678
634	20657	304654
635	20691	304649
636	20724	304618
637	20759	304620
638	20794	304623
639	20825	304580
640	20858	304549
641	20890	304510
642	20923	304485
643	20955	304443
644	20990	304441
645	21024	304429
646	21059	304437
647	21095	304447
648	21129	304441
649	21162	304419
650	21195	304392
651	21231	304403
652	21264	304373
653	21297	304348
654	21331	304338
655	21363	304303
656	21396	304273
657	21428	304227
658	21462	304226
659	21496	304214
660	21528	304170
661	21561	304140
662	21594	304114
663	21627	304083
664	21658	304033
665	21691	304010
666	21729	304050
667	21763	304030
668	21795	303998
669	21830	304000
670	21866	304012
671	21899	303990
672	21932	303959
673	21965	303934
674	21999	303916
675	22030	303868
676	22064	303854
677	22097	303818
678	22128	303765
679	22162	303750
680	22196	303743
681	22231	303747
682	22265	303733
683	22298	303702
684	22333	303699
685	22366	303678
686	22399	303645
687	22431	303603
688	22464	303577
689	22496	303546
690	22531	303543
691	22564	303514
692	22596	303472
693	22628	303436
694	22659	303375
695	22693	303358
696	22727	303346
697	22765	303382
698	22797	303352
699	22828	303289
700	22859	303243
701	22893	303222
702	22926	303192
703	22957	303147
704	22990	303118
705	23025	303116
706	23056	303054
707	23087	303008
708	23120	302976
709	23153	302945
710	23185	302906
711	23220	302911
712	23257	302939
713	23294	302964
714	23327	302927
715	23360	302900
716	23395	302901
717	23429	302886
718	23463	302866
719	23498	302867
720	23531	302836
721	23563	302797
722	23595	302762
723	23631	302767
724	23661	302707
725	23692	302656
726	23728	302658
727	23762	302650
728	23798	302649
729	23828	302591
730	23863	302586
731	23895	302551
732	23928	302520
733	23960	302479
734	23992	302436
735	24023	302381
736	24053	302316
737	24086	302290
738	24119	302263
739	24151	302223
740	24181	302154
741	24216	302156
742	24249	302124
743	24282	302092
744	24319	302112
745	24351	302081
746	24383	302038
747	24414	301987
748	24453	302027
749	24489	302042
750	24520	301981
751	24556	301990
752	24589	301964
753	24622	301931
754	24654	301899
755	24690	301902
756	24726	301916
757	24758	301868
758	24791	301844
759	24823	301799
760	24854	301753
761	24887	301723
762	24920	301694
763	24951	301637
764	24982	301586
765	25013	301531
766	25045	301495
767	25078	301461
768	25112	301451
769	25146	301430
770	25176	301372
771	25208	301321
772	25238	301267
773	25272	301240
774	25302	301184
775	25336	301161
776	25370	301149
777	25402	301111
778	25437	301097
779	25468	301048
780	25501	301018
781	25533	300986
782	25566	300947
783	25600	300931
784	25631	300880
785	25662	300826
786	25692	300767
787	25727	300766
788	25761	300744
789	25794	300714
790	25827	300693
791	25860	300661
792	25868	300344
793	25903	300331
794	25937	300317
795	25944	299992
796	25976	299952
797	26007	299899
798	26038	299849
799	26068	299790
800	26104	299788
801	26137	299766
802	26169	299729
803	26201	299685
804	26233	299645
805	26267	299627
806	26299	299587
807	26332	299569
808	26367	299556
809	26400	299529
810	26433	299506
811	26465	299465
812	26474	299164
813	26483	298861
814	26516	298838
815	26549	298810
816	26581	298774
817	26614	298741
818	26646	298709
819	26678	298672
820	26711	298639
821	26744	298613
822	26776	298579
823	26811	298565
824	26842	298525
825	26877	298517
826	26909	298476
827	26941	298443
828	26975	298427
829	27006	298372
830	27038	298331
831	27072	298318
832	27105	298287
833	27138	298268
834	27170	298223
835	27203	298192
836	27236	298164
837	27267	298120
838	27299	298077
839	27333	298060
840	27365	298030
841	27400	298022
842	27435	298019
843	27469	298000
844	27504	297989
845	27512	297696
846	27520	297394
847	27529	297107
848	27562	297080
849	27569	296781
850	27601	296736
851	27634	296716
852	27642	296422
853	27675	296389
854	27708	296366
855	27716	296078
856	27751	296066
857	27783	296038
858	27815	295999
859	27849	295984
860	27880	295933
861	27914	295919
862	27945	295874
863	27976	295826
864	28010	295805
865	28043	295784
866	28078	295780
867	28112	295764
868	28146	295744
869	28179	295724
870	28212	295695
871	28245	295669
872	28277	295631
873	28307	295576
874	28340	295552
875	28371	295507
876	28402	295456
877	28434	295419
878	28465	295375
879	28498	295353
880	28531	295326
881	28565	295307
882	28598	295282
883	28630	295248
884	28664	295228
885	28698	295208
886	28729	295162
887	28759	295108
888	28793	295094
889	28827	295074
890	28859	295045
891	28892	295018
892	28926	294997
893	28959	294972
894	28992	294941
895	29023	294898
896	29056	294875
897	29088	294838
898	29120	294796
899	29152	294759
900	29184	294724
901	29215	294681
902	29246	294638
903	29281	294628
904	29317	294628
905	29351	294620
906	29387	294617
907	29424	294638
908	29460	294635
909	29494	294623
910	29530	294620
911	29563	294599
912	29599	294598
913	29608	294331
914	29644	294340
915	29680	294342
916	29715	294333
917	29752	294345
918	29761	294086
919	29795	294072
920	29831	294067
921	29865	294055
922	29901	294060
923	29934	294034
924	29967	294006
925	30000	293975
926	30036	293983
927	30073	293994
928	30107	293976
929	30143	293975
930	30180	293992
931	30214	293970
932	30247	293948
933	30282	293942
934	30316	293923
935	30352	293924
936	30386	293910
937	30423	293924
938	30458	293909
939	30493	293908
940	30502	293648
941	30540	293663
942	30577	293679
943	30612	293674
944	30649	293685
945	30685	293684
946	30721	293687
947	30755	293666
948	30794	293698
949	30828	293677
950	30863	293675
951	30897	293654
952	30932	293647
953	30968	293645
954	31003	293637
955	31037	293620
956	31070	293597
957	31106	293591
958	31139	293569
959	31175	293564
960	31210	293558
961	31246	293565
962	31282	293564
963	31317	293548
964	31351	293536
965	31386	293526
966	31422	293529
967	31458	293523
968	31492	293508
969	31526	293488
970	31563	293496
971	31600	293506
972	31634	293489
973	31673	293516
974	31708	293508
975	31744	293503
976	31778	293490
977	31816	293506
978	31849	293478
979	31884	293464
980	31919	293454
981	31927	293198
982	31961	293180
983	31994	293156
984	32004	292911
985	32037	292888
986	32071	292868
987	32104	292836
988	32138	292824
989	32172	292797
990	32205	292773
991	32243	292788
992	32277	292770
993	32312	292760
994	32346	292741
995	32384	292756
996	32417	292730
997	32451	292714
998	32484	292685
999	32519	292677
1000	32554	292661
1001	32587	292641
1002	32621	292618
1003	32655	292595
1004	32688	292568
1005	32722	292554
1006	32759	292557
1007	32794	292546
1008	32828	292531
1009	32863	292517
1010	32897	292499
1011	32930	292469
1012	32938	292223
1013	32974	292214
1014	32983	291974
1015	33017	291954
1016	33050	291932
1017	33087	291938
1018	33123	291933
1019	33158	291922
1020	33192	291904
1021	33227	291893
1022	33263	291892
1023	33297	291874
1024	33334	291881
1025	33369	291869
1026	33402	291842
1027	33436	291821
1028	33472	291816
1029	33504	291786
1030	33537	291757
1031	33570	291724
1032	33603	291694
1033	33638	291689
1034	33647	291451
1035	33685	291466
1036	33721	291461
1037	33755	291445
1038	33789	291422
1039	33822	291393
1040	33856	291376
1041	33890	291355
1042	33926	291347
1043	33959	291327
1044	33993	291303
1045	34026	291273
1046	34061	291260
1047	34096	291248
1048	34130	291231
1049	34168	291244
1050	34202	291226
1051	34237	291214
1052	34270	291187
1053	34307	291191
1054	34341	291171
1055	34374	291144
1056	34407	291111
1057	34442	291100
1058	34476	291078
1059	34510	291061
1060	34545	291051
1061	34579	291027
1062	34613	291003
1063	34648	290993
1064	34683	290982
1065	34720	290986
1066	34757	290994
1067	34795	291001
1068	34832	291006
1069	34867	291000
1070	34903	290994
1071	34940	290998
1072	34975	290987
1073	35008	290955
1074	35041	290929
1075	35076	290911
1076	35110	290893
1077	35145	290878
1078	35181	290871
1079	35216	290865
1080	35253	290866
1081	35286	290834
1082	35322	290835
1083	35356	290814
1084	35388	290769
1085	35420	290735
1086	35456	290731
1087	35492	290724
1088	35525	290696
1089	35562	290697
1090	35596	290677
1091	35631	290660
1092	35665	290642
1093	35700	290632
1094	35737	290635
1095	35772	290618
1096	35808	290611
1097	35843	290597
1098	35879	290593
1099	35914	290583
1100	35952	290588
1101	35985	290557
1102	36018	290534
1103	36051	290503
1104	36084	290472
1105	36118	290448
1106	36151	290421
1107	36186	290405
1108	36223	290410
1109	36257	290389
1110	36291	290367
1111	36329	290373
1112	36365	290368
1113	36400	290350
1114	36432	290319
1115	36469	290318
1116	36478	290096
1117	36511	290068
1118	36547	290057
1119	36582	290044
1120	36615	290015
1121	36651	290010
1122	36686	289995
1123	36720	289973
1124	36753	289946
1125	36788	289926
1126	36822	289905
1127	36856	289883
1128	36890	289860
1129	36927	289862
1130	36963	289858
1131	36999	289851
1132	37039	289873
1133	37074	289859
1134	37111	289859
1135	37151	289888
1136	37187	289880
1137	37227	289905
1138	37266	289916
1139	37308	289958
1140	37349	289989
1141	37391	290031
1142	37433	290064
1143	37473	290090
1144	37513	290116
1145	37554	290146
1146	37595	290175
1147	37635	290200
1148	37677	290240
1149	37718	290267
1150	37759	290296
1151	37803	290351
1152	37845	290386
1153	37888	290437
1154	37929	290460
1155	37969	290483
1156	38007	290491
1157	38049	290527
1158	38089	290552
1159	38129	290570
1160	38171	290608
1161	38211	290634
1162	38253	290666
1163	38294	290693
1164	38334	290719
1165	38374	290739
1166	38414	290757
1167	38455	290787
1168	38497	290823
1169	38535	290829
1170	38574	290841
1171	38614	290863
1172	38652	290866
1173	38689	290862
1174	38725	290852
1175	38765	290872
1176	38805	290892
1177	38844	290901
1178	38883	290914
1179	38922	290927
1180	38961	290942
1181	38998	290938
1182	39038	290955
1183	39074	290948
1184	39112	290950
1185	39153	290977
1186	39194	291006
1187	39235	291028
1188	39275	291045
1189	39313	291048
1190	39353	291073
1191	39392	291084
1192	39432	291098
1193	39470	291099
1194	39509	291115
1195	39549	291128
1196	39587	291138
1197	39627	291153
1198	39663	291140
1199	39698	291120
1200	39732	291098
1201	39769	291089
1202	39804	291072
1203	39839	291051
1204	39877	291058
1205	39915	291058
1206	39954	291065
1207	39993	291077
1208	40030	291073
1209	40066	291064
1210	40102	291046
1211	40137	291029
1212	40173	291014
1213	40209	291002
1214	40243	290979
1215	40280	290971
1216	40317	290970
1217	40353	290953
1218	40390	290949
1219	40426	290935
1220	40461	290916
1221	40495	290891
1222	40528	290859
1223	40564	290846
1224	40598	290819
1225	40634	290807
1226	40669	290782
1227	40701	290745
1228	40736	290721
1229	40770	290695
1230	40804	290667
1231	40838	290640
1232	40874	290632
1233	40908	290605
1234	40944	290591
1235	40978	290565
1236	41012	290537
1237	41047	290512
1238	41081	290485
1239	41114	290453
1240	41150	290440
1241	41186	290425
1242	41223	290422
1243	41259	290407
1244	41294	290386
1245	41330	290371
1246	41365	290357
1247	41402	290347
1248	41437	290330
1249	41475	290328
1250	41511	290313
1251	41545	290285
1252	41582	290282
1253	41617	290261
1254	41651	290233
1255	41685	290203
1256	41719	290177
1257	41752	290146
1258	41787	290119
1259	41823	290111
1260	41859	290092
1261	41892	290059
1262	41926	290031
1263	41960	290002
1264	41994	289976
1265	42028	289952
1266	42067	289953
1267	42100	289923
1268	42135	289902
1269	42169	289877
1270	42206	289867
1271	42241	289845
1272	42275	289816
1273	42311	289803
1274	42346	289785
1275	42382	289770
1276	42420	289765
1277	42455	289745
1278	42490	289723
1279	42522	289685
1280	42555	289652
1281	42590	289627
1282	42625	289607
1283	42662	289597
1284	42696	289574
1285	42730	289545
1286	42767	289534
1287	42804	289530
1288	42838	289503
1289	42873	289478
1290	42906	289446
1291	42941	289426
1292	42976	289400
1293	43012	289388
1294	43048	289374
1295	43085	289362
1296	43127	289387
1297	43164	289380
1298	43173	289186
1299	43209	289173
1300	43248	289177
1301	43285	289165
1302	43320	289149
1303	43358	289144
1304	43393	289123
1305	43430	289113
1306	43465	289093
1307	43499	289066
1308	43534	289040
1309	43543	288847
1310	43546	288614
1311	43580	288591
1312	43618	288583
1313	43653	288565
1314	43664	288381
1315	43703	288387
1316	43737	288362
1317	43740	288129
1318	43774	288102
1319	43808	288071
1320	43842	288043
1321	43877	288024
1322	43911	287993
1323	43913	287762
1324	43948	287739
1325	43983	287714
1326	44017	287688
1327	44054	287680
1328	44089	287661
1329	44125	287646
1330	44161	287628
1331	44196	287611
1332	44232	287591
1333	44266	287566
1334	44304	287567
1335	44338	287538
1336	44373	287515
1337	44406	287477
1338	44440	287450
1339	44473	287417
1340	44509	287402
1341	44547	287401
1342	44583	287383
1343	44616	287353
1344	44650	287326
1345	44686	287308
1346	44721	287285
1347	44755	287258
1348	44793	287257
1349	44827	287231
1350	44865	287222
1351	44901	287212
1352	44936	287187
1353	44969	287153
1354	45002	287117
1355	45035	287085
1356	45069	287055
1357	45102	287021
1358	45138	287008
1359	45174	286989
1360	45209	286966
1361	45244	286945
1362	45277	286914
1363	45312	286890
1364	45348	286873
1365	45385	286863
1366	45421	286850
1367	45456	286828
1368	45493	286818
1369	45527	286788
1370	45560	286755
1371	45595	286731
1372	45630	286713
1373	45665	286688
1374	45700	286664
1375	45736	286653
1376	45771	286625
1377	45806	286605
1378	45842	286588
1379	45875	286558
1380	45910	286531
1381	45947	286526
1382	45981	286497
1383	46016	286471
1384	46053	286459
1385	46088	286439
1386	46124	286423
1387	46163	286426
1388	46199	286407
1389	46235	286396
1390	46271	286380
1391	46310	286382
1392	46347	286370
1393	46385	286365
1394	46426	286379
1395	46464	286373
1396	46499	286355
1397	46536	286345
1398	46571	286319
1399	46609	286317
1400	46643	286285
1401	46676	286253
1402	46709	286217
1403	46743	286186
1404	46777	286158
1405	46810	286125
1406	46845	286099
1407	46879	286070
1408	46911	286029
1409	46943	285990
1410	46980	285979
1411	47015	285955
1412	47047	285916
1413	47084	285901
1414	47119	285879
1415	47154	285856
1416	47189	285836
1417	47224	285811
1418	47262	285804
1419	47296	285778
1420	47334	285775
1421	47370	285755
1422	47407	285745
1423	47445	285741
1424	47482	285727
1425	47520	285720
1426	47556	285706
1427	47593	285696
1428	47629	285677
1429	47666	285664
1430	47702	285646
1431	47736	285619
1432	47771	285593
1433	47807	285579
1434	47842	285554
1435	47875	285518
1436	47908	285482
1437	47944	285468
1438	47980	285449
1439	48014	285422
1440	48018	285209
1441	48053	285190
1442	48091	285181
1443	48124	285150
1444	48134	284973
1445	48170	284958
1446	48204	284932
1447	48240	284912
1448	48277	284899
1449	48315	284896
1450	48349	284865
1451	48385	284847
1452	48422	284834
1453	48458	284817
1454	48491	284782
1455	48527	284768
1456	48564	284756
1457	48599	284728
1458	48631	284688
1459	48665	284657
1460	48699	284630
1461	48734	284604
1462	48770	284591
1463	48806	284571
1464	48841	284549
1465	48879	284539
1466	48913	284514
1467	48945	284473
1468	48977	284431
1469	49012	284405
1470	49047	284381
1471	49081	284353
1472	49118	284341
1473	49150	284301
1474	49185	284274
1475	49222	284260
1476	49256	284234
1477	49292	284212
1478	49330	284206
1479	49364	284181
1480	49398	284148
1481	49433	284127
1482	49468	284102
1483	49503	284080
1484	49540	284063
1485	49577	284052
1486	49614	284042
1487	49648	284012
1488	49684	283994
1489	49720	283975
1490	49755	283948
1491	49791	283930
1492	49826	283909
1493	49860	283878
1494	49895	283853
1495	49929	283822
1496	49963	283794
1497	49996	283757
1498	50033	283742
1499	50042	283575
1500	50078	283553
1501	50116	283549
1502	50151	283527
1503	50186	283502
1504	50222	283484
1505	50256	283452
1506	50292	283433
1507	50330	283423
1508	50369	283422
1509	50405	283403
1510	50440	283380
1511	50476	283365
1512	50513	283349
1513	50548	283323
1514	50579	283279
1515	50611	283239
1516	50647	283217
1517	50680	283182
1518	50713	283146
1519	50748	283125
1520	50783	283100
1521	50819	283080
1522	50854	283054
1523	50889	283031
1524	50926	283018
1525	50960	282988
1526	50995	282964
1527	51029	282935
1528	51066	282918
1529	51101	282896
1530	51110	282728
1531	51148	282717
1532	51182	282689
1533	51219	282673
1534	51256	282661
1535	51293	282647
1536	51328	282624
1537	51363	282598
1538	51397	282571
1539	51432	282542
1540	51468	282526
1541	51504	282505
1542	51545	282515
1543	51581	282494
1544	51622	282502
1545	51661	282498
1546	51700	282495
1547	51740	282502
1548	51750	282341
1549	51787	282323
1550	51822	282299
1551	51856	282270
1552	51891	282244
1553	51924	282211
1554	51960	282189
1555	51996	282171
1556	52031	282146
1557	52064	282109
1558	52098	282081
1559	52135	282067
1560	52170	282043
1561	52204	282012
1562	52239	281987
1563	52275	281964
1564	52312	281951
1565	52349	281938
1566	52384	281914
1567	52423	281907
1568	52462	281906
1569	52498	281885
1570	52535	281875
1571	52573	281865
1572	52608	281836
1573	52642	281807
1574	52679	281791
1575	52714	281765
1576	52749	281742
1577	52787	281735
1578	52823	281714
1579	52858	281687
1580	52891	281655
1581	52927	281632
1582	52961	281601
1583	52994	281569
1584	53031	281550
1585	53066	281524
1586	53099	281488
1587	53136	281475
1588	53171	281449
1589	53179	281285
1590	53214	281258
1591	53250	281237
1592	53286	281219
1593	53322	281196
1594	53360	281188
1595	53394	281158
1596	53429	281132
1597	53465	281113
1598	53499	281083
1599	53535	281063
1600	53570	281034
1601	53605	281012
1602	53641	280990
1603	53676	280963
1604	53714	280956
1605	53751	280940
1606	53786	280916
1607	53823	280897
1608	53857	280870
1609	53892	280843
1610	53931	280837
1611	53968	280822
1612	54003	280797
1613	54038	280773
1614	54075	280759
1615	54112	280742
1616	54145	280705
1617	54180	280680
1618	54213	280643
1619	54247	280611
1620	54284	280596
1621	54320	280578
1622	54355	280550
1623	54388	280516
1624	54424	280495
1625	54457	280460
1626	54492	280432
1627	54530	280421
1628	54566	280401
1629	54600	280369
1630	54633	280335
1631	54668	280311
1632	54702	280277
1633	54737	280252
1634	54775	280242
1635	54811	280220
1636	54845	280193
1637	54885	280191
1638	54921	280170
1639	54955	280140
1640	54990	280110
1641	55023	280077
1642	55032	279917
1643	55066	279889
1644	55103	279874
1645	55139	279851
1646	55172	279816
1647	55210	279803
1648	55243	279768
1649	55276	279731
1650	55311	279704
1651	55348	279689
1652	55383	279665
1653	55418	279638
1654	55453	279614
1655	55490	279597
1656	55525	279571
1657	55564	279564
1658	55599	279537
1659	55633	279508
1660	55670	279494
1661	55707	279474
1662	55743	279455
1663	55780	279437
1664	55817	279420
1665	55850	279385
