iter	RMSE
1665	35488.82535
1666	35462.43112
1667	35451.63487
1668	35445.47846
1669	35444.39465
1670	35418.30546
1671	35412.92107
1672	35402.32881
1673	35401.52786
1674	35388.31346
1675	35383.21596
1676	35299.05819
1677	35285.91114
1678	35283.42173
1679	35200.27366
1680	35189.22815
1681	35186.74225
1682	35178.90483
1683	35169.23601
1684	35168.44895
1685	35166.0003
1686	35160.92251
1687	35151.95219
1688	35095.03111
1689	35092.57135
1690	35008.06911
1691	34981.22866
1692	34974.54388
1693	34972.08349
1694	34971.30673
1695	34965.29379
1696	34962.86918
1697	34951.91303
1698	34942.4781
1699	34860.89064
1700	34854.90585
1701	34848.97495
1702	34846.55288
1703	34845.79233
1704	34843.38279
1705	34840.98832
1706	34835.11416
1707	34816.11541
1708	34810.3333
1709	34803.07698
1710	34797.34783
1711	34786.41923
1712	34780.73703
1713	34775.10285
1714	34764.3114
1715	34735.62535
1716	34732.84986
1717	34723.31098
1718	34642.48229
1719	34614.40987
1720	34539.79319
1721	34466.0631
1722	34463.19507
1723	34450.14614
1724	34447.30534
1725	34436.60793
1726	34427.12917
1727	34419.67225
1728	34417.2809
1729	34414.90281
1730	34412.53776
1731	34399.64606
1732	34393.43066
1733	34381.42334
1734	34379.08916
1735	34378.36635
1736	34376.0458
1737	34370.46913
1738	34368.15736
1739	34365.85747
1740	34360.32713
1741	34354.84274
1742	34344.27785
1743	34338.84436
1744	34333.45534
1745	34320.66655
1746	34318.0256
1747	34308.78906
1748	34255.11971
1749	34249.77878
1750	34248.37051
1751	34246.08834
1752	34243.47166
1753	34238.1796
1754	34232.92989
1755	34227.72184
1756	34217.35357
1757	34212.94897
1758	34210.6867
1759	34198.08009
1760	34189.36489
1761	34176.87365
1762	34172.50996
1763	34098.90167
1764	34096.32836
1765	34094.08307
1766	34021.27739
1767	34016.87817
1768	34006.64717
1769	34002.28103
1770	33977.72723
1771	33975.15464
1772	33972.93287
1773	33960.5262
1774	33948.19983
1775	33876.06613
1776	33871.71998
1777	33869.10429
1778	33856.83141
1779	33847.83323
1780	33835.66189
1781	33831.33827
1782	33814.99338
1783	33805.16062
1784	33802.62161
1785	33798.33216
1786	33796.15879
1787	33784.10561
1788	33779.83946
1789	33775.59985
1790	33752.62769
1791	33750.16444
1792	33747.71543
1793	33743.51052
1794	33739.33136
1795	33727.34508
1796	33715.42727
1797	33711.26635
1798	33708.77199
1799	33704.63796
1800	33688.68868
1801	33684.5845
1802	33680.50478
1803	33676.44916
1804	33672.41729
1805	33669.94307
1806	33665.93655
1807	33661.95252
1808	33657.99129
1809	33654.05258
1810	33638.3912
1811	33622.97146
1812	33619.06355
1813	33615.17214
1814	33604.13395
1815	33600.2718
1816	33528.40844
1817	33526.31206
1818	33455.23654
1819	33451.37913
1820	33447.44819
1821	33443.6385
1822	33441.54629
1823	33437.75273
1824	33418.16063
1825	33416.07589
1826	33412.30069
1827	33392.87587
1828	33383.51059
1829	33380.82779
1830	33368.64956
1831	33364.91931
1832	33355.43775
1833	33353.01225
1834	33349.31136
1835	33346.90161
1836	33334.89288
1837	33315.71776
1838	33312.04743
1839	33271.9456
1840	33261.92083
1841	33259.78113
1842	33251.51321
1843	33247.47262
1844	33243.85799
1845	33239.86152
1846	33237.76257
1847	33235.73716
1848	33227.34734
1849	33223.7747
1850	33204.80593
1851	33200.38643
1852	33181.55962
1853	33173.33484
1854	33169.78426
1855	33166.25298
1856	33147.59303
1857	33139.44112
1858	33135.92416
1859	33065.6883
1860	33054.15471
1861	33052.55819
1862	33022.48407
1863	33004.07189
1864	32985.7922
1865	32974.39085
1866	32963.91196
1867	32960.43564
1868	32956.97063
1869	32946.68316
1870	32943.24255
1871	32939.72109
1872	32924.22641
1873	32914.06618
1874	32888.29848
1875	32884.92055
1876	32880.63263
1877	32877.16658
1878	32873.81932
1879	32872.26932
1880	32869.88992
1881	32866.47306
1882	32859.01971
1883	32855.62134
1884	32846.8672
1885	32843.58985
1886	32840.22561
1887	32836.88006
1888	32833.55908
1889	32831.53888
1890	32828.236
1891	32817.33891
1892	32812.5772
1893	32809.30844
1894	32806.0504
1895	32802.8098
1896	32800.48307
1897	32797.26095
1898	32782.66222
1899	32765.20926
1900	32756.35373
1901	32747.55077
1902	32738.79939
1903	32721.74456
1904	32713.81343
1905	32705.18138
1906	32703.69498
1907	32695.11236
1908	32691.96502
1909	32677.73723
1910	32607.92464
1911	32604.80331
1912	32597.36841
1913	32595.05807
1914	32526.04465
1915	32523.97164
1916	32515.39347
1917	32507.57587
1918	32504.91999
1919	32501.80833
1920	32494.48538
1921	32492.1874
1922	32489.09355
1923	32480.48019
1924	32473.27041
1925	32464.80813
1926	32448.39103
1927	32444.25523
1928	32435.35813
1929	32367.00045
1930	32299.39096
1931	32296.33176
1932	32294.21175
1933	32291.9591
1934	32289.92325
1935	32223.01817
1936	32214.59381
1937	32212.35662
1938	32146.15368
1939	32143.73978
1940	32141.3972
1941	32139.17394
1942	32073.66636
1943	32068.99968
1944	32067.06453
1945	32064.85663
1946	31999.90415
1947	31996.85652
1948	31968.96681
1949	31966.73734
1950	31964.54479
1951	31962.36449
1952	31898.15927
1953	31889.59825
1954	31863.28468
1955	31860.2409
1956	31851.85833
1957	31848.83844
1958	31833.88891
1959	31831.51851
1960	31829.32837
1961	31827.17233
1962	31763.54316
1963	31747.5836
1964	31745.43058
1965	31733.36854
1966	31731.22781
1967	31722.93304
1968	31714.51546
1969	31651.50946
1970	31649.37134
1971	31647.24658
1972	31639.20315
1973	31637.08862
1974	31628.88822
1975	31626.78492
1976	31624.67141
1977	31608.23051
1978	31606.15798
1979	31605.37429
1980	31603.31325
1981	31601.42778
1982	31599.55262
1983	31597.52238
1984	31595.48821
1985	31593.4785
1986	31588.75291
1987	31541.50584
1988	31539.72773
1989	31537.99647
1990	31536.01053
1991	31531.34985
1992	31530.99425
1993	31468.80578
1994	31451.83731
1995	31426.31982
1996	31424.32969
1997	31422.36018
1998	31420.40127
1999	31384.05488
2000	31373.10818
2001	31364.93455
2002	31362.96852
2003	31354.80833
2004	31350.00948
2005	31288.34461
2006	31227.34883
2007	31223.31006
2008	31221.35291
2009	31213.20669
2010	31205.13453
2011	31201.30464
2012	31199.35864
2013	31198.59503
2014	31194.10588
2015	31189.68281
2016	31181.60254
2017	31167.04235
2018	31165.09304
2019	31164.52243
2020	31160.1655
2021	31156.35039
2022	31141.94089
2023	31127.69259
2024	31125.75571
2025	31123.82558
2026	31115.77789
2027	31112.0248
2028	31104.01328
2029	31102.10408
2030	31094.13428
2031	31033.50844
2032	31029.79774
2033	31026.16189
2034	31024.47006
2035	30964.47429
2036	30960.88224
2037	30957.35193
2038	30956.79296
2039	30954.90508
2040	30953.22729
2041	30945.13526
2042	30938.03171
2043	30935.05145
2044	30927.15229
2045	30926.61235
2046	30867.17311
2047	30865.27505
2048	30850.02404
2049	30835.90427
2050	30777.0493
2051	30775.16443
2052	30773.2731
2053	30762.03259
2054	30758.54279
2055	30751.21867
2056	30737.34275
2057	30733.9113
2058	30730.53715
2059	30714.48382
2060	30711.16331
2061	30703.24614
2062	30695.37261
2063	30683.00923
2064	30669.50533
2065	30666.51811
2066	30663.2452
2067	30662.7541
2068	30659.53754
2069	30651.74974
2070	30610.52626
2071	30570.20575
2072	30567.97296
2073	30553.25149
2074	30551.3921
2075	30549.67133
2076	30548.01144
2077	30546.17925
2078	30538.46108
2079	30533.90911
2080	30533.43233
2081	30522.58416
2082	30522.109
2083	30476.68506
2084	30474.7322
2085	30450.50379
2086	30449.99556
2087	30448.37144
2088	30440.37086
2089	30438.51753
2090	30436.87325
2091	30435.03744
2092	30427.3838
2093	30388.33855
2094	30388.01265
2095	30386.18984
2096	30384.31512
2097	30376.4463
2098	30373.47118
2099	30314.90971
2100	30313.09792
2101	30305.55165
2102	30303.74229
2103	30245.7865
2104	30243.97462
2105	30227.97724
2106	30194.98128
2107	30193.42834
2108	30184.18896
2109	30146.29162
2110	30144.49531
2111	30107.2741
2112	30105.48448
2113	30103.93288
2114	30046.45694
2115	30038.94289
2116	29982.07116
2117	29966.51417
2118	29962.05803
2119	29905.64561
2120	29898.14885
2121	29882.75589
2122	29859.97732
2123	29853.00661
2124	29851.76067
2125	29849.9667
2126	29848.18345
2127	29846.42638
2128	29843.53749
2129	29787.79427
2130	29771.64069
2131	29765.13508
2132	29762.1521
2133	29760.55359
2134	29753.14582
2135	29698.12281
2136	29659.57704
2137	29623.45248
2138	29617.31304
2139	29615.52991
2140	29581.36947
2141	29526.77024
2142	29504.56728
2143	29489.87746
2144	29483.04668
2145	29476.26377
2146	29461.44083
2147	29454.69684
2148	29448.40829
2149	29442.15988
2150	29411.11972
2151	29357.16529
2152	29351.07638
2153	29349.67851
2154	29347.88615
2155	29333.31642
2156	29331.50003
2157	29278.01738
2158	29276.51566
2159	29269.33125
2160	29216.3321
2161	29209.08591
2162	29207.30789
2163	29200.68884
2164	29197.40927
2165	29144.94258
2166	29130.75186
2167	29129.37508
2168	29122.69431
2169	29115.56573
2170	29101.43435
2171	29100.20649
2172	29086.21027
2173	29034.60513
2174	29027.52532
2175	28963.52615
2176	28961.48664
2177	28926.77523
2178	28924.77603
2179	28882.79753
2180	28848.77441
2181	28834.96805
2182	28831.52624
2183	28782.72233
2184	28769.00967
2185	28761.85888
2186	28760.90335
2187	28758.84047
2188	28726.9677
2189	28676.74805
2190	28674.61165
2191	28672.59171
2192	28665.48194
2193	28657.7689
2194	28656.04463
2195	28654.54559
2196	28648.20633
2197	28634.90794
2198	28587.39047
2199	28579.97945
2200	28577.83803
2201	28575.28179
2202	28528.35727
2203	28521.30388
2204	28514.38664
2205	28507.75263
2206	28500.75638
2207	28494.3005
2208	28488.27743
2209	28487.17024
2210	28485.09862
2211	28478.7435
2212	28476.87251
2213	28475.78305
2214	28468.48048
2215	28466.81851
2216	28465.16507
2217	28463.11196
2218	28461.52149
2219	28412.57265
2220	28410.53259
2221	28408.88128
2222	28402.07388
2223	28388.7842
2224	28387.22983
2225	28385.80995
2226	28379.50137
2227	28378.58878
2228	28372.3203
2229	28363.58803
2230	28328.25106
2231	28325.98567
2232	28321.22843
2233	28291.30006
2234	28288.30542
2235	28256.11395
2236	28254.72387
2237	28250.62631
2238	28243.819
2239	28225.25786
2240	28223.87715
2241	28222.47676
2242	28221.63702
2243	28215.63627
2244	28207.14271
2245	28205.73687
2246	28171.53337
2247	28146.1976
2248	28139.12806
2249	28130.72911
2250	28118.02452
2251	28115.77509
2252	28113.98849
2253	28105.6438
2254	28097.35724
2255	28095.55926
2256	28087.32893
2257	28079.15477
2258	28047.3961
2259	28027.34222
2260	28025.98381
2261	28001.3254
2262	28000.05903
2263	27998.84019
2264	27974.59306
2265	27957.05111
2266	27955.67986
2267	27931.87688
2268	27914.58433
2269	27912.65721
2270	27881.49042
2271	27832.93494
2272	27815.44707
2273	27798.23658
2274	27774.9248
2275	27769.31586
2276	27767.33551
2277	27765.77692
2278	27735.67455
2279	27728.1537
2280	27711.20032
2281	27684.46861
2282	27663.36916
2283	27656.00396
2284	27621.646
2285	27609.04354
2286	27603.31144
2287	27597.21829
2288	27585.62396
2289	27564.99292
2290	27558.14465
2291	27522.41613
2292	27492.63533
2293	27472.73599
2294	27466.31476
2295	27444.57366
2296	27419.49887
2297	27393.35781
2298	27387.57819
2299	27362.22929
2300	27335.53346
2301	27318.71646
2302	27293.57024
2303	27262.7103
2304	27259.01771
2305	27252.07728
2306	27246.61121
2307	27244.63065
2308	27233.43584
2309	27209.06999
2310	27186.00959
2311	27173.06776
2312	27171.24834
2313	27147.49472
2314	27136.0344
2315	27123.51566
2316	27108.54669
2317	27072.83444
2318	27066.94972
2319	27043.69182
2320	27035.5837
2321	27023.03087
2322	27011.5687
2323	26988.76807
2324	26982.007
2325	26976.2192
2326	26940.8619
2327	26939.05139
2328	26938.14264
2329	26924.0594
2330	26917.97656
2331	26895.73163
2332	26881.57914
2333	26861.35723
2334	26841.38599
2335	26821.75915
2336	26786.67095
2337	26780.04139
2338	26773.37383
2339	26766.78325
2340	26753.1269
2341	26736.8199
2342	26709.46867
2343	26696.91702
2344	26690.34356
2345	26684.41162
2346	26663.68837
2347	26661.80689
2348	26655.31501
2349	26636.59107
2350	26629.97243
2351	26624.43112
2352	26618.01485
2353	26616.06887
2354	26614.12818
2355	26601.1763
2356	26595.23205
2357	26593.50444
2358	26591.55536
2359	26585.17003
2360	26583.34596
2361	26581.54649
2362	26571.97395
2363	26524.16722
2364	26522.89156
2365	26521.19195
2366	26502.96798
2367	26501.16646
2368	26499.40952
2369	26497.66832
2370	26496.02455
2371	26495.29667
2372	26493.69054
2373	26487.92232
2374	26482.17834
2375	26480.94914
2376	26479.47575
2377	26459.71555
2378	26456.78764
2379	26450.82709
2380	26433.10973
2381	26420.69473
2382	26419.6892
2383	26419.31076
2384	26413.56623
2385	26411.89174
2386	26406.18253
2387	26405.81134
2388	26404.83409
2389	26399.15979
2390	26391.07543
2391	26385.4701
2392	26379.84464
2393	26362.66929
2394	26360.94027
2395	26349.00305
2396	26348.3705
2397	26342.72237
2398	26342.09613
2399	26341.13927
2400	26293.47865
2401	26287.24465
2402	26270.4882
2403	26262.65429
2404	26250.99515
2405	26234.6125
2406	26228.1586
2407	26180.91285
2408	26175.51526
2409	26169.3318
2410	26163.14276
2411	26120.91734
2412	26087.00107
2413	26068.46592
2414	26000.54557
2415	25992.91456
2416	25987.6355
2417	25975.44075
2418	25965.55309
2419	25960.01279
2420	25949.70187
2421	25944.24277
2422	25903.31248
2423	25897.86754
2424	25890.26847
2425	25883.84915
2426	25838.46209
2427	25836.75689
2428	25835.06656
2429	25816.0324
2430	25809.88282
2431	25793.76761
2432	25781.92521
2433	25773.99176
2434	25772.31381
2435	25732.19106
2436	25724.79377
2437	25719.57303
2438	25710.09196
2439	25708.35693
2440	25706.80489
2441	25705.15308
2442	25699.81582
2443	25698.17284
2444	25689.73846
2445	25688.10396
2446	25678.05658
2447	25633.5583
2448	25624.19421
2449	25622.56371
2450	25616.29113
2451	25576.92993
2452	25514.58272
2453	25476.17461
2454	25471.16118
2455	25465.80158
2456	25422.68322
2457	25380.03405
2458	25368.41769
2459	25366.86418
2460	25365.27087
2461	25323.13882
2462	25312.15712
2463	25302.41328
2464	25300.72402
2465	25295.82528
2466	25289.70824
2467	25285.78658
2468	25284.16838
2469	25277.95774
2470	25271.89179
2471	25234.84407
2472	25193.44162
2473	25184.44841
2474	25182.84126
2475	25173.33872
2476	25171.82162
2477	25166.86037
2478	25165.2092
2479	25159.86566
2480	25158.37249
2481	25122.03913
2482	25120.55714
2483	25119.09875
2484	25107.12165
2485	25105.65394
2486	25104.14878
2487	25101.56724
2488	25100.0291
2489	25098.43491
2490	25088.57672
2491	25069.42969
2492	25028.74828
2493	25021.14538
2494	25019.71159
2495	25018.17297
2496	24977.94459
2497	24938.02217
2498	24931.95888
2499	24926.78069
2500	24925.24245
2501	24890.25481
2502	24888.45403
2503	24882.43413
2504	24882.007
2505	24880.58571
2506	24841.50807
2507	24835.51114
2508	24830.1303
2509	24824.1659
2510	24823.48767
2511	24822.07032
2512	24816.71998
2513	24808.29257
2514	24798.44024
2515	24796.65915
2516	24790.75951
2517	24789.34793
2518	24783.48031
2519	24744.72941
2520	24743.59781
2521	24742.07976
2522	24737.25031
2523	24736.15842
2524	24734.67323
2525	24700.62248
2526	24695.99388
2527	24694.60155
2528	24689.28511
2529	24651.23922
2530	24649.85339
2531	24638.54429
2532	24633.32427
2533	24595.50064
2534	24589.77074
2535	24584.52692
2536	24578.75702
2537	24577.37191
2538	24572.09567
2539	24565.88153
2540	24560.65623
2541	24546.21164
2542	24508.87765
2543	24503.34563
2544	24498.17585
2545	24491.82744
2546	24486.38187
2547	24480.63446
2548	24443.66816
2549	24442.27691
2550	24433.61249
2551	24428.19563
2552	24426.60073
2553	24419.97298
2554	24409.57933
2555	24404.35031
2556	24393.26335
2557	24387.88305
2558	24382.51856
2559	24376.84315
2560	24371.51623
2561	24370.38892
2562	24333.72314
2563	24328.83614
2564	24296.48748
2565	24286.86276
2566	24282.00422
2567	24277.18346
2568	24241.18426
2569	24232.64696
2570	24231.53737
2571	24226.22154
2572	24220.03015
2573	24214.17563
2574	24175.72504
2575	24169.89662
2576	24138.49764
2577	24133.05814
2578	24125.95777
2579	24120.70225
2580	24107.26633
2581	24102.21288
2582	24097.18916
2583	24093.56502
2584	24040.61008
2585	24034.85967
2586	24029.64653
2587	24023.94824
2588	24018.53904
2589	24013.16033
2590	24007.66082
2591	24002.36456
2592	23971.62025
2593	23965.98442
2594	23957.4319
2595	23943.49799
2596	23937.91877
2597	23932.3897
2598	23918.62397
2599	23884.20848
2600	23878.97941
2601	23873.52963
2602	23869.45295
2603	23864.04977
2604	23860.48627
2605	23855.56743
2606	23850.2092
2607	23837.30488
2608	23832.18142
2609	23824.41394
2610	23816.74535
2611	23811.96619
2612	23800.38032
2613	23795.65249
2614	23761.49865
2615	23731.51089
2616	23724.56642
2617	23716.70342
2618	23709.21176
2619	23703.87321
2620	23698.89879
2621	23693.61187
2622	23688.36629
2623	23683.17151
2624	23678.45229
2625	23648.66299
2626	23643.50024
2627	23614.05401
2628	23610.56253
2629	23603.13765
2630	23595.63137
2631	23590.77965
2632	23584.82613
2633	23579.71265
2634	23575.03643
2635	23570.39079
2636	23558.97405
2637	23529.79779
2638	23524.74372
2639	23504.20019
2640	23498.42885
2641	23491.1631
2642	23486.14778
2643	23481.17595
2644	23476.24709
2645	23471.61322
2646	23468.18952
2647	23448.01448
2648	23443.4338
2649	23440.09345
2650	23435.20254
2651	23427.74819
2652	23395.21215
2653	23366.78636
2654	23359.41632
2655	23354.54589
2656	23350.54112
2657	23343.45002
2658	23323.64138
2659	23318.81358
2660	23314.05748
2661	23301.47793
2662	23296.69039
2663	23264.86173
2664	23259.87658
2665	23255.4756
2666	23250.90899
2667	23246.18143
2668	23232.14362
2669	23216.66417
2670	23203.19541
2671	23198.54738
2672	23166.98932
2673	23162.36135
2674	23157.80859
2675	23126.58838
2676	23123.34518
2677	23092.46621
2678	23079.18977
2679	23074.61104
2680	23044.05242
2681	23039.49343
2682	23029.9008
2683	23021.51849
2684	23016.81399
2685	23012.14974
2686	23000.42313
2687	22996.06846
2688	22984.95987
2689	22954.7015
2690	22950.36629
2691	22945.8727
2692	22941.58012
2693	22937.31492
2694	22932.87667
2695	22928.46398
2696	22924.07662
2697	22894.11453
2698	22885.25369
2699	22872.46867
2700	22864.6997
2701	22835.02415
2702	22831.89597
2703	22802.54502
2704	22797.92765
2705	22793.83171
2706	22780.98403
2707	22776.43488
2708	22771.81371
2709	22767.77917
2710	22763.54563
2711	22757.15536
2712	22752.8517
2713	22747.53175
2714	22743.25163
2715	22717.20647
2716	22710.30168
2717	22681.44115
2718	22676.81354
2719	22672.54444
2720	22669.00583
2721	22664.96089
2722	22658.31936
2723	22653.86468
2724	22648.31167
2725	22639.78951
2726	22635.8305
2727	22607.22608
2728	22603.01515
2729	22599.08125
2730	22594.89373
2731	22566.5909
2732	22562.42144
2733	22534.42821
2734	22530.27667
2735	22524.80085
2736	22520.68451
2737	22514.93579
2738	22510.84172
2739	22505.43718
2740	22500.08021
2741	22495.61592
2742	22492.68953
2743	22488.77823
2744	22483.48308
2745	22479.60365
2746	22475.75486
2747	22473.01522
2748	22468.98608
2749	22444.13904
2750	22436.59486
2751	22411.93504
2752	22408.10671
2753	22405.21568
2754	22401.2083
2755	22395.98004
2756	22391.42885
2757	22386.63948
2758	22382.83973
2759	22352.96757
2760	22349.19198
2761	22344.42941
2762	22340.68289
2763	22340.10994
2764	22328.11267
2765	22323.73952
2766	22320.02388
2767	22292.98389
2768	22289.29219
2769	22288.47608
2770	22287.69382
2771	22259.90446
2772	22255.11106
2773	22249.96969
2774	22239.51109
2775	22234.75781
2776	22230.84069
2777	22226.34447
2778	22221.28189
2779	22197.43692
2780	22190.05396
2781	22186.39153
2782	22177.78218
2783	22174.14693
2784	22170.54007
2785	22166.64569
2786	22163.0629
2787	22159.26678
2788	22132.78113
2789	22132.11444
2790	22128.25468
2791	22123.25865
2792	22099.86296
2793	22095.87206
2794	22067.5093
2795	22063.81246
2796	22061.06814
2797	22055.39402
2798	22050.43695
2799	22022.38589
2800	22012.17115
2801	22005.09455
2802	22001.45842
2803	21997.84623
2804	21990.03581
2805	21986.44526
2806	21984.86261
2807	21981.29555
2808	21980.06093
2809	21978.74165
2810	21973.93083
2811	21969.33446
2812	21941.54018
2813	21936.13733
2814	21932.60485
2815	21924.14901
2816	21921.48483
2817	21917.74189
2818	21913.18199
2819	21909.49973
2820	21904.83831
2821	21877.36925
2822	21873.72962
2823	21870.65185
2824	21848.40648
2825	21826.42187
2826	21824.97217
2827	21820.53707
2828	21817.56852
2829	21814.07766
2830	21806.65118
2831	21804.62384
2832	21799.84335
2833	21798.37583
2834	21793.87587
2835	21792.57354
2836	21783.09175
2837	21780.55306
2838	21774.99374
2839	21770.67474
2840	21766.28482
2841	21764.9504
2842	21764.42081
2843	21763.1292
2844	21758.6855
2845	21754.80669
2846	21753.36277
2847	21752.81647
2848	21751.53597
2849	21743.68562
2850	21739.28327
2851	21737.84837
2852	21737.40908
2853	21733.89432
2854	21730.33308
2855	21729.00732
2856	21724.28934
2857	21719.12735
2858	21716.35381
2859	21715.92087
2860	21710.8415
2861	21702.49587
2862	21699.66091
2863	21692.53006
2864	21665.73659
2865	21664.71328
2866	21660.40865
2867	21659.21509
2868	21658.02773
2869	21656.84648
2870	21630.36466
2871	21629.00922
2872	21625.55794
2873	21621.21583
2874	21616.53407
2875	21612.19061
2876	21611.01641
2877	21609.84539
2878	21605.53262
2879	21597.28579
2880	21596.06198
2881	21595.87281
2882	21592.45003
2883	21591.29224
2884	21590.08056
2885	21587.46738
2886	21586.67226
2887	21585.46804
2888	21585.28526
2889	21574.37786
2890	21568.98377
2891	21544.89504
2892	21518.99106
2893	21517.85418
2894	21516.5259
2895	21512.33576
2896	21508.0483
2897	21482.44212
2898	21480.82114
2899	21479.63601
2900	21478.17075
2901	21470.1869
2902	21465.12048
2903	21460.71879
2904	21455.70861
2905	21430.39723
2906	21427.78676
2907	21424.9581
2908	21420.73547
2909	21412.57425
2910	21408.08957
2911	21403.91822
2912	21400.53646
2913	21392.65869
2914	21391.54044
2915	21390.42869
2916	21386.28027
2917	21376.63458
2918	21372.23066
2919	21358.4811
2920	21351.50598
2921	21347.79598
2922	21343.42994
2923	21340.13242
2924	21339.02474
2925	21335.75273
2926	21331.70188
2927	21306.6712
2928	21298.85706
2929	21295.29231
2930	21294.18614
2931	21289.5486
2932	21286.16291
2933	21282.62161
2934	21281.1037
2935	21277.87162
2936	21274.57075
2937	21262.30362
2938	21254.46247
2939	21250.77737
2940	21241.70098
2941	21238.38754
2942	21213.59958
2943	21212.49269
2944	21206.74252
2945	21202.65235
2946	21199.37093
2947	21196.11573
2948	21191.57837
2949	21188.88615
2950	21187.78859
2951	21186.28368
2952	21184.06177
2953	21179.80246
2954	21175.68321
2955	21171.71847
2956	21167.79716
2957	21166.70656
2958	21161.9794
2959	21158.75426
2960	21154.81597
2961	21151.61623
2962	21150.53532
2963	21147.36067
2964	21143.72255
2965	21140.57273
2966	21138.02723
2967	21136.95075
2968	21127.8471
2969	21126.77514
2970	21122.80174
2971	21121.73627
2972	21118.39745
2973	21077.18254
2974	21074.43612
2975	21067.30322
2976	21063.36416
2977	21062.24795
2978	21060.99501
2979	21059.88485
2980	21058.78651
2981	21055.66912
2982	21052.57207
2983	21049.50428
2984	21023.56507
2985	21014.141
2986	21010.277
2987	21007.25932
2988	21006.62763
2989	21003.63396
2990	21002.59288
2991	20998.70213
2992	20995.35285
2993	20991.53072
2994	20987.55606
2995	20984.56616
2996	20983.46966
2997	20979.65013
2998	20975.82878
2999	20972.88082
3000	20932.78461
3001	20928.88083
3002	20925.09657
3003	20922.16731
3004	20919.26467
3005	20915.3942
3006	20911.66494
3007	20907.95409
3008	20903.60311
3009	20896.87964
3010	20872.52931
3011	20871.43049
3012	20870.33252
3013	20867.44632
3014	20864.60156
3015	20857.1295
3016	20833.397
3017	20830.67394
3018	20827.21933
3019	20803.76865
3020	20802.67874
3021	20798.96612
3022	20796.09178
3023	20795.00594
3024	20792.15354
3025	20789.32315
3026	20785.48119
3027	20781.77363
3028	20778.96445
3029	20776.17683
3030	20775.09958
3031	20774.08766
3032	20773.07539
3033	20770.30829
3034	20767.60775
3035	20763.3222
3036	20760.57864
3037	20759.57334
3038	20756.84803
3039	20753.60272
3040	20752.60747
3041	20751.61023
3042	20747.35692
3043	20746.37166
3044	20745.49051
3045	20743.0399
3046	20734.59496
3047	20711.0261
3048	20707.32811
3049	20706.34547
3050	20703.23246
3051	20700.52182
3052	20692.79763
3053	20691.82011
3054	20690.78927
3055	20667.49088
3056	20663.74798
3057	20655.37347
3058	20652.00407
3059	20643.80865
3060	20636.36776
3061	20628.99866
3062	20626.30409
3063	20620.79355
3064	20619.57818
3065	20605.88929
3066	20594.01436
3067	20590.2841
3068	20589.17994
3069	20586.59743
3070	20583.28787
3071	20582.32344
3072	20581.36189
3073	20580.40857
3074	20577.16837
3075	20576.17366
3076	20572.42822
3077	20568.70448
3078	20545.67465
3079	20542.48586
3080	20535.83637
3081	20513.07596
3082	20504.90908
3083	20497.49606
3084	20496.5452
3085	20494.31536
3086	20490.58478
3087	20489.63375
3088	20485.02939
3089	20482.37416
3090	20481.03144
3091	20478.39738
3092	20474.74376
3093	20469.31269
3094	20465.21567
3095	20461.46934
3096	20438.97526
3097	20435.36264
3098	20432.24635
3099	20429.90616
3100	20428.85049
3101	20426.23546
3102	20422.64233
3103	20419.15253
3104	20415.16628
3105	20412.57202
3106	20401.57552
3107	20394.56395
3108	20391.00016
3109	20387.70984
3110	20383.6607
3111	20380.38181
3112	20376.85
3113	20373.33373
3114	20369.6061
3115	20368.40988
3116	20364.91316
3117	20362.3326
3118	20358.2684
3119	20354.78863
3120	20348.77555
3121	20347.45203
3122	20339.21557
3123	20332.64415
3124	20329.78606
3125	20328.89198
3126	20328.63868
3127	20327.50028
3128	20320.3311
3129	20316.32514
3130	20315.2743
3131	20312.76879
3132	20309.68017
3133	20287.64091
3134	20285.07656
3135	20281.06867
3136	20276.82481
3137	20273.72648
3138	20263.89237
3139	20263.25596
3140	20256.49334
3141	20250.04353
3142	20249.03854
3143	20245.79693
3144	20237.70435
3145	20234.27024
3146	20231.72419
3147	20228.31078
3148	20225.78097
3149	20189.04835
3150	20167.43213
3151	20159.44904
3152	20156.5192
3153	20153.99899
3154	20150.91673
3155	20147.92432
3156	20143.95768
3157	20141.45531
3158	20139.20302
3159	20135.56589
3160	20114.03543
3161	20111.21918
3162	20110.20633
3163	20108.48984
3164	20107.48794
3165	20104.99901
3166	20102.08516
3167	20099.62426
3168	20094.67884
3169	20056.94085
3170	20055.9341
3171	20053.46659
3172	20032.50568
3173	20029.16826
3174	20027.93276
3175	20026.93455
3176	20023.61725
3177	20021.16485
3178	20014.65534
3179	19993.92581
3180	19973.45206
3181	19970.37029
3182	19965.39498
3183	19964.41087
3184	19961.34531
3185	19940.94434
3186	19939.7261
3187	19919.72759
3188	19916.41748
3189	19913.97191
3190	19910.75069
3191	19904.14199
3192	19901.21765
3193	19897.94885
3194	19894.69727
3195	19891.36649
3196	19887.99492
3197	19883.0698
3198	19879.85937
3199	19872.31759
3200	19871.33588
3201	19868.1458
3202	19867.25057
3203	19859.58461
3204	19858.62554
3205	19857.66737
3206	19852.45984
3207	19832.52931
3208	19825.61943
3209	19819.01781
3210	19818.02467
3211	19815.79746
3212	19812.4018
3213	19809.64047
3214	19806.4772
3215	19800.512
3216	19794.84338
3217	19791.69423
3218	19789.31559
3219	19786.18184
